"date","mission.continent","mission.un.region","n.missions","troops","police","observers","total"
2013-10-31,"Africa","Western Africa",3,19285,3697,315,23297
2013-10-31,"Asia","Southern Asia",2,0,4,66,70
2013-10-31,"Asia","Western Asia",5,13268,68,161,13497
2013-10-31,"Europe","Southern Europe",1,0,7,8,15
2013-10-31,"South America","Caribbean",1,6249,2435,0,8684
2013-11-30,"Africa","Eastern Africa",1,6715,674,147,7536
2013-11-30,"Africa","Middle Africa",1,19551,1401,522,21474
2013-11-30,"Africa","Northern Africa",3,18405,4551,636,23592
2013-11-30,"Africa","Western Africa",3,19601,3779,314,23694
2013-11-30,"Asia","Southern Asia",2,0,4,64,68
2013-11-30,"Asia","Western Asia",5,13242,65,159,13466
2013-11-30,"Europe","Southern Europe",1,0,7,8,15
2013-11-30,"South America","Caribbean",1,5986,2436,0,8422
2013-12-31,"Africa","Eastern Africa",1,6796,746,142,7684
2013-12-31,"Africa","Middle Africa",1,19373,1299,526,21198
2013-12-31,"Africa","Northern Africa",3,18426,4695,649,23770
2013-12-31,"Africa","Western Africa",3,19725,3807,318,23850
2013-12-31,"Asia","Southern Asia",2,0,4,62,66
2013-12-31,"Asia","Western Asia",5,12791,68,159,13018
2013-12-31,"Europe","Southern Europe",1,0,6,8,14
2013-12-31,"South America","Caribbean",1,6168,2432,0,8600
2014-01-31,"Africa","Eastern Africa",1,6886,1038,143,8067
2014-01-31,"Africa","Middle Africa",1,19522,1193,502,21217
2014-01-31,"Africa","Northern Africa",3,18363,4651,663,23677
2014-01-31,"Africa","Western Africa",3,19825,3799,317,23941
2014-01-31,"Asia","Southern Asia",2,0,2,60,62
2014-01-31,"Asia","Western Asia",5,12751,70,163,12984
2014-01-31,"Europe","Southern Europe",1,0,7,9,16
2014-01-31,"South America","Caribbean",1,6355,2420,0,8775
2014-02-28,"Africa","Eastern Africa",1,7327,1015,152,8494
2014-02-28,"Africa","Middle Africa",1,19558,1185,502,21245
2014-02-28,"Africa","Northern Africa",3,18332,4536,664,23532
2014-02-28,"Africa","Western Africa",3,19843,3833,318,23994
2014-02-28,"Asia","Southern Asia",2,0,2,60,62
2014-02-28,"Asia","Western Asia",5,12570,70,161,12801
2014-02-28,"Europe","Southern Europe",1,0,7,8,15
2014-02-28,"South America","Caribbean",1,5794,2413,0,8207
